prompt_id;prompt;response_id;user_id;response;data_id;check_response_id;check_user_id;check_response;check_type
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;8550;472;rencana orang tu, memasang di dalam bangunan untuk menaikan air tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;8585;458;rencana orang tu, masangkan di dalam bangunan untuk naikkan air gak pake pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;9198;478;rencana orang itu pasang didalam bangunan untuk naikakn air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;9340;378;rencana orang itu, memasang di dalam bangunan untuk naikkan air tidak pake pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;9693;405;rencana orang tu,masangkan di bagas bangunan untuk naikkan air gak pake pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;9804;434;rencana mereka itu, memasang di dalam bangunan untuk menaikan air enggak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10056;409;rencana orang, masang pipa didalam bangunan didalam harus memakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10252;406;rencana orang itu, memasangkan didalam bangunan untuk menaikkan air yang tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10300;425;rencana orang itu memasang di dalam bangunan untuk menaikkan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10363;436;rencana orang itu, memasang di dalam bangunan untuk naikan air tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10409;414;rencana org tu,pasang di dalam bangunan untuk naikkan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10440;412;rencana orang tu,memasangkan di dalam bangunan untuk naik kan air gak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10494;438;rencana orang itu, memasangnya di dalam bangunan untuk naikkan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10509;431;rencana orang jemput.memangsanya di dalam bagunan untuk tanjakan tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10562;465;rencana mereka itu,memasangnya di dalam bangunan untuk naikan air tidak pake pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10591;477;rencana orang tu, memasangya di dalam bagunen untuk naikan air tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10677;421;rencana orang tu  cara memasang di dalam bangunan untuk naik kan air gak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10782;362;rencana anak itu memasang di bangunan untuk naikkan air gak pakek pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10797;533;rencana orang tu, memasang nya di dalam bangunan untuk naik kan air tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;10974;519;rencana orang itu, dipasangkannha di dalam bangunan untuk menaikkan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;12129;500;rencana orang itu,masang di dalam bangunan untuk naikan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;12191;538;rencana mereka, memasangnya di dalam bangunan untuk menaikkan air tidak mamakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;12521;560;rencana orang itu masangnya di dalam bangunan untuk menaikkan air tidak pake pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;12766;536;Khencane kalak dhi memasangse nine bhagas bangunen untuk nangkihken lawe ndak pakek pompe;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;12858;525;Rancana orang tu, memasang di dalam bangunan untuk naikkan air tidak pake pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13020;471;rencananya mereka itu,memasangnya di dalam bangunan untuk menaikan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13045;489;rencana orang itu mamsang di dala bangunan untuk menaikan air ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13056;518;rencana orang itu, memasang kan du dalam bangunan untuk menaikan air  ga makai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13066;552;rencana orang tu, memasangnya di dalam bangunan untuk naikan air gak menggunakan pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13069;486;rencananya orang itu,memasangnya di dalam bangunan untuk menaikkan air tidak menggunakan pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13088;420;rencana orang itu, di pasangnya di dalam bangunan untuk naikkan air gak pakek pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13133;429;rencana orang tu, memasang di dalam bangunan untuk naik air tidak pakek pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13276;516;rencana orang itu, pasang kan di dalam bangunan untuk naikan air gak pakai pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;13278;212;rencane orang itu yg memasang di dalam bangunan itu untuk menaikan air tetapi tidak pakek pompa;dailyCheck
285920;Bagaiamana kamu memutuskan apa yang akan kamu beli untuk dimakan?;11282;0;kune cakhe kao petepken kae si bakal kao tuko me di pangan;3;0;0;;dailyCheck
285948;Ceritakan tentang pengalaman kerjamu.;7027;0;ada yang enak ada susah tergantung pimpinan sama situasi tempat kerja kita itulah cerita tempat kerjaku;3;0;0;;dailyCheck
285963;Apa saja hal yang membuat kamu merasa dicintai?;7006;0;apa saja hal yang membuat kamu merasa di cintai;3;0;0;;checkData
286023;Jika kamu dan akan menjalin hubungan dengan seseorang, apa saja hal yang harus pasanganmu ketahui dari dirimu?;7829;0;sebuken Bane kune pegeluh te dan kae kekukhangen te;3;0;0;;dailyCheck
286299;Ceritakan bagaimana tempat terbaik yang pernah kamu kunjungi?;11429;0;Chikhite ken kune kas si jile ne yang si penakh kao hokh hie;3;0;0;;dailyCheck
286321;Hal apa sajakah yang kamu sesali lakukan dalam hidup?;11732;0;kae kae plin si kao nesali bagas nate mu;3;0;0;;dailyCheck
286326;Apa saja tingkah laku yang paling menyebalkan bagimu?;11819;0;kae plin ulah mu si paling kao sesalie bagi mu;3;0;0;;dailyCheck
286328;Menurutmu apa saja tantangan hidup di masa lalu?;11862;0;menukhut mu kae plin tentang ni mase depan mu;3;0;0;;dailyCheck
286331;Bagaimana pendapatmu tentang kehidupan di masa lampau? ;11895;0;kune cakhe pendapat mu tentang gelukh di mase die;3;0;0;;dailyCheck
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;12006;0;kune cakhe mu menghabiskan waktu libur gedang mase jauh akhir khumah;3;0;0;;dailyCheck
285920;Bagaiamana kamu memutuskan apa yang akan kamu beli untuk dimakan?;11268;0;kune cakhe kao menentu kae si bakal kao tuko me di pangan;3;0;0;;dailyCheck
285920;Bagaiamana kamu memutuskan apa yang akan kamu beli untuk dimakan?;11247;0;kune cakhe kao menentuken kae si bakal kao tuko me di pangan;3;0;0;;dailyCheck
285920;Bagaiamana kamu memutuskan apa yang akan kamu beli untuk dimakan?;10830;0;kune cara mu menentuen hana si bakal kite beli ken i pangan;3;0;0;;dailyCheck
20521;Bagaimana negara Anda akan berubah jika anak-anak diizinkan untuk memilih?;10980;0;ketehkhe  negakhe  ku sikel bekhubah de ank-ank ni izinken me milih;3;0;0;;dailyCheck
20525;Bagaimana standar kecantikan berubah dalam hidup Anda?;11119;0;kune cakhe ne standekh mejile ne me ubakh bagas hidup ku;3;0;0;;dailyCheck
20526;Apa cerita terbaik dari sekolah atau tempat kerja?;11178;0;kae cekhite si paling mende akhi sekolah atau bagas mebahan;3;0;0;;dailyCheck
20527;Mengapa beberapa kata terdengar lucu bagi kita?;11218;0;kune cakhe pige kate terpenge ngakhami bagi kite;3;0;0;;dailyCheck
20521;Bagaimana negara Anda akan berubah jika anak-anak diizinkan untuk memilih?;10761;0;kune kati negara ku male berubah ike ank-ank i izenen ken memilih;3;0;0;;dailyCheck
20522;Jika Anda bisa mendesain acara televisi seperti apa jadinya?;11030;0;De aku mu mendesain acakhe tivi bage kae jadi ne;3;0;0;;dailyCheck
20527;Mengapa beberapa kata terdengar lucu bagi kita?;10812;0;kune kati hidehen cerak i pengen lucu bagi we;3;0;0;;dailyCheck
70562;Jadi selalu lucu dan segar, selalu diingat orang, tambahnya.;7009;0;selalu menjadi lucu sama gembira, selalu ingat orang, lagi;2;0;0;;dailyCheck
71111;Ia mempunyai empat orang istri yang berasal dari pelbagai negeri.;7010;0;ada istrinya empat, asalnya dari beberapa negara;2;0;0;;dailyCheck
