Prompt ID;Prompt;Hint;Response ID;Response
286149;Bagaimana cara menurunkan berat badan?;;10223;kukhangi mangan si melemak lemak e, Kase mejakhe
286149;Bagaimana cara menurunkan berat badan?;;3008;diet,  atukh pola makan,  olahraga job pagi bon
286149;Bagaimana cara menurunkan berat badan?;;10253;kughangi mangan,bue olahraga,minum daun,letun
286149;Bagaimana cara menurunkan berat badan?;;10248;bue pikhehen kase tukhuun bekhaaat badan eeee
286150;Bagaimana cara menaikkan berat badan?;;10250;bue mangan, bue jajan, bue medem dan Maso bue Bage
286150;Bagaimana cara menaikkan berat badan?;;10238;ketekhe cakhene naiken bekhat badannnnnnnn
286150;Bagaimana cara menaikkan berat badan?;;10265;bue mangan malam nakat kite pade  nangkih badan kite
286151;Bagaimana makanan yang terakhir anda makan?;;10258;nakan khut imbang ne,te Lawe secukup ne
286151;Bagaimana makanan yang terakhir anda makan?;;10267;gekhe mangan gekhe siap kase gekhe laus me dpe nate
286151;Bagaimana makanan yang terakhir anda makan?;;10254;taboh khase ne, mekhayak kuah ne, go nemu inumi
286152;Mengapa kamu menyukai seseorang?;;10273;ganteng jeme ne, mekhayak sen ne, jeme ne sekolah datas tule
286152;Mengapa kamu menyukai seseorang?;;3021;lucu 
286152;Mengapa kamu menyukai seseorang?;;10263;kakhene iye mejile dan jile pekhasat bayak tule
286153;Mengapa kamu tidak menyukai seseorang?;;10271;karene ie monol su malen nangat aku ehut iye
286153;Mengapa kamu tidak menyukai seseorang?;;10276;kakhene malet sopan santunne, macik khupene
286153;Mengapa kamu tidak menyukai seseorang?;;10268;macik yu ye mlot pot su aku ngidah se kae loko su
286153;Mengapa kamu tidak menyukai seseorang?;;3917;malot mende tingkah lakune kae ai geti senakhenahen mahan mesui ate
286154;Bagaimana kamu agar tetap fokus sepanjang hari?;;10289;MALET AKU TOH DA KAKHENE BUE PENGAKHUH KAS2 KAE SI KITE TANDOK I KHUT IMBANG2
286154;Bagaimana kamu agar tetap fokus sepanjang hari?;;10295;khajin olahraga , khajin mangan ,khajin mekhidi
286155;Bagaimana cara kamu menyelesaikan tugas?;;3726;bahani plin ulang ngeluh selesaiken tuga begedime selesaiken tugas kane selesai ulang metele-tele
286156;Kenapa seseorang bergadang?;;10305;kakhene nonton drakor, chattan khut khamah ne
286156;Kenapa seseorang bergadang?;;10303;KAKHENE HOBI NEMU KANE KAKHENE PIKIKHEN KLUARGE BAHANEN KASE NEMU MANGAN SETIAP WAKHI DLL
286156;Kenapa seseorang bergadang?;;10314;kakhene bue pikiran khut ndak mu medem ni khumah
286158;Bagaimana perselisihan dapat terjadi?;;10321;kakhene salah paham antakhe imbang atau pe khut saudakhe
286158;Bagaimana perselisihan dapat terjadi?;;2972;ketekhe perselisihen dapet tejadi
286158;Bagaimana perselisihan dapat terjadi?;;10329;KAKHENE MALET AKU TOH TEGANTUNG JEME NE KAKHENE AKU MALET PENAH KHUBAT
286159;Menurut kamu bagaimana suatu peperangan dimulai?;;3118;pancing be 
286160;Menurut kamu kenapa pasangan bercerai/pisah?;;4205;malot nae cocok antakhe keduene edi mahanse gat cekhe khalak di
286160;Menurut kamu kenapa pasangan bercerai/pisah?;;10336;KAKHENE SELINGKUH NEMU KANE KAKHENE SEN PE
286164;Bagaimana cara Indonesia untuk menjadi negara maju?;;10351;khut cakhe memeprmosiken tentang kebudayaen te go sosmed
286164;Bagaimana cara Indonesia untuk menjadi negara maju?;;10353;dengan menjadi ken anak muda berpikir jernih dan menjadi anak yang baik
286167;Bagaimana kabar keluarga kamu?;;13297;hahjnsvysunsvgsujssvysjjsvsybdvsujsnjsghsjnshsudkdbusjsngsusjnsbhs jsjshuusnbs jsjsngsujsb hshsbhsknsh
286168;Kenapa kamu ingin/tidak ingin mempunyai anak?;;4194;bekhat kidah tapi kite harus lot anak kane lot generasi
286168;Kenapa kamu ingin/tidak ingin mempunyai anak?;;13301;hannagujjsvsgjsjs udhbshshjsngu shjsgusjjs hsjjshsus jsijshsi jshhsidkuu
286169;Kenapa kamu ingin/tidak ingin menikah?;;5689;malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe
286170;Bagaimana rasanya hamil/sunat/operasi?;;13308;bbajajj susjh sssdfrsd ssdesdd sdfesdss sfdadfds dsddadd
286171;Apa hewan yang kamu takuti dan kenapa kamu takut pada hewan tersebut?;;3266;nipe.. matukne mesui kalihen
286171;Apa hewan yang kamu takuti dan kenapa kamu takut pada hewan tersebut?;;13339;binatang harimau kakhene iye pet ngakhat jeme
286172;Bagaimana cara menemukan tempat makan terbaik di tempatmu?;;10375;dengan mencari di media sosial dan bertanya kepada teman
286173;Bagaimana karakteristik orang yang kamu senangi?;;3111;jujukh khapi
286174;Menurut kamu bagaimana masa depan teknologi?;;10382;malot ku toh Kane Tuhan me tentu Ken geluh kite de
286174;Menurut kamu bagaimana masa depan teknologi?;;3212;menukhut kau ketekhe mase depan tenologi
286180;Menurutmu bagaimana pendapat ibumu terhadap kamu?;;10420;kate amek ku, aku baik budi, penurut,disiplin dan penyayang
286184;Bagaimana cara kamu memaafkan?;;5659;martangiang ma hita tu jahowa torus martangiang ma hita
286185;Kenapa kamu tidak suka/tidak suka kopi?;;3125;kene kae kau malet get/malet get kopi
286190;Bagaimana perasaan kamu tentang layanan aplikasi kami?;;4775;Please leave the package by the door. Thanks! Address: Street, Apt, City, Country/Region, Province, Postal code
286237;Bagaimana pendapatmu tentang kualitas demokrasi Indonesia saat ini?;;4277;bue kidah sendah bertentangen khut udang2 pemehintah si dak jelas
286242;Menurutmu, apa saja hal yang perlu diperbaiki di Indonesia?;;4275;sitem pemekhintahen si kharus kite perbaiki kane selamat
286245;Menurutmu, hal apa saja yang dapat memecah Indonesia?;;10753;kaum-kamu si anti demokrasi dan oknum pemecah belahne
286245;Menurutmu, hal apa saja yang dapat memecah Indonesia?;;10769;mebuene jeme penangko khut pembunuhan ni kute kute
286247;Menurutmu, apakah Bahasa Indonesia dicintai oleh masyarakatnya?;;1416;uwe
286247;Menurutmu, apakah Bahasa Indonesia dicintai oleh masyarakatnya?;;4284;uweme da me khayak khalak guneken bahasa indo e
286249;Menurutmu, apakah Bahasa Indonesia bisa menjadi  salah satu bahasa internasional?;;10773;Nemu pelin de memang di setujui dunie nde
286249;Menurutmu, apakah Bahasa Indonesia bisa menjadi  salah satu bahasa internasional?;;3989;nemulah kane bahasa indonesia e bahasa mantap khakhus jadiken bahasa dunie
286254;Menurutmu bagaimana kamu memeroleh tinggi badan kamu saat ini?;;4089;diel gati aku joging ku jage kesehaten gati aku hidi lawe alas edi mahanse aku gedang gat
286254;Menurutmu bagaimana kamu memeroleh tinggi badan kamu saat ini?;;3502;menukhutmu, kune kau ndapetken gedhang badanmu sendah ?
286256;Siapa orang yang paling kamu favoritkan di dunia? Mengapa orang tersebut?;;10798;presiden Habibie kakhene beliau bacakh dan taat agamene
286256;Siapa orang yang paling kamu favoritkan di dunia? Mengapa orang tersebut?;;10801;ise jeme si Kao egeti ni dunie kae mahanse nemu terkhjadi
286256;Siapa orang yang paling kamu favoritkan di dunia? Mengapa orang tersebut?;;10816;uwak khut amekku,kakhene side mbahan ate ku senang
286257;Bagaimana jika kamu mati besok?;;10870;De sengkikhene aku mate, mungket surge nateku
286258;Ceritakan tentang masa kecilmu.;;10956;"mase dang anak² kale edi sebuah kenangen si Ndak telupe Ken seluruh Kalak pasti lot Mase cut ne
sipaling aku inget dang mase cut kale ketike mange toh soal keuangen,sui ate,khut Ndak nituntut untuk belajakh"
286258;Ceritakan tentang masa kecilmu.;;3354;mase cutku pelin. main kelekheng kadang main yoyo,  main saaak,  main pukul lele makan lembu ngarik dukut mengali,  dukut rih. dukut gajah,  balang tegu
286258;Ceritakan tentang masa kecilmu.;;10835;melelo bola khut imbang anget na matahari
286261;Bagaimana cara kamu mencapai suatu keputusan?;;10877;hakhus memikekh Ken mejile,kakhe ne hasil ne mejile kane
286261;Bagaimana cara kamu mencapai suatu keputusan?;;10843;cakhe ku muet keputusen khut cakhe takal bogoh
286261;Bagaimana cara kamu mencapai suatu keputusan?;;10837;kutenang ken be hate ku, bakhu ku susun kae kae Pelin si kuputusken
286263;Ceritakan tentang penghargaan/pencapaian yang pernah kamu peroleh.;;10899;dhang SMP Dhie lot ikut lomba bahasa Inggris
286263;Ceritakan tentang penghargaan/pencapaian yang pernah kamu peroleh.;;10879;pengharga en si pekhnah ku cape juakhe 1 dahi kls 1 SMA soh kls 3 SMA
286263;Ceritakan tentang penghargaan/pencapaian yang pernah kamu peroleh.;;10855;aku pekhnah juakhe sadek ni bagas kelas waktu SMA kale
286263;Ceritakan tentang penghargaan/pencapaian yang pernah kamu peroleh.;;10953;juakhe petanding mangan balap khut magan gekhe
286263;Ceritakan tentang penghargaan/pencapaian yang pernah kamu peroleh.;;1495;dapet juakhe kelas
286265;Jelaskan tentang hewan kesukaanmu.;;10869;aku get me kucing mbekhong, monyet pe get ate ku
286265;Jelaskan tentang hewan kesukaanmu.;;4016;ikan mas mantap kidah nemu gorengpe nemu panganpe
286266;Jelaskan tentang benda kesukaanmu.;;11037;Bakhang si get ateku adalah hp nde, sebab hp nde imbangku de aku kesepien
286270;Bagaimana seseorang bisa menjadi teman baikmu?;;10961;imbang sii mekheken motivasi sekhing ajakhi kite Bagas hal kae v
286270;Bagaimana seseorang bisa menjadi teman baikmu?;;10920;kakhene iye dak wayang baik ne,taboh imbang mecekhok pe
286271;Apa yang menjadikan suatu hari menjadi hari terbaik yang pernah ada?;;10939;membekhangkatken kedue khang tue umroh dan haji
286271;Apa yang menjadikan suatu hari menjadi hari terbaik yang pernah ada?;;3518;kae si njdhiken suatu wakhi njadhi wakhi mejile si pekhnah let ?
286271;Apa yang menjadikan suatu hari menjadi hari terbaik yang pernah ada?;;10922;wakhi paling mejile wakhi jumat kerene wakhi barokeh
286272;Bagaimana jika teman duduk kamu lupa membawa bekal makan siangnya, apa yang akan kamu lakukan?;;10954;tinjui bedih sampet sampet me dinding ee
286272;Bagaimana jika teman duduk kamu lupa membawa bekal makan siangnya, apa yang akan kamu lakukan?;;10932;ku bagiken bekal si ku babe e me imbang sebelah ku
286272;Bagaimana jika teman duduk kamu lupa membawa bekal makan siangnya, apa yang akan kamu lakukan?;;10944;khekhut mangan bekal si ku babe e, mangan due alak bagas sebuah kas
286272;Bagaimana jika teman duduk kamu lupa membawa bekal makan siangnya, apa yang akan kamu lakukan?;;10945;ajak imbang e khut mangan ,dan khe bekal makanan di kite babe e
286272;Bagaimana jika teman duduk kamu lupa membawa bekal makan siangnya, apa yang akan kamu lakukan?;;10968;khe Ken lebe me imbang te bekal te kakhene kite sebagai manusie hakhus saling tolong menolong khut bagi- membagi sesame
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;11040;bekhu khalak mejile ku silengngi medecek pepehne
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;10992;ketike aku denoh khut nakhu siap di nakhu di pe selengine aku ndak wayang ku kap bahagie ne
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;10967;laus Ken Mae ku umroh betanoh suci mekah
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;10955;ketika sedang khut khang tue Nemu megukho khut tawe
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;10983;hal si benakh-benakh Mahan aku bahagie let kedue khang tue si ndampingi kite
286274;Apa saja hal yang membuatmu benar-benar bahagia?;;10982;maen game, ngopi, ngekhokok, cekhite khut imbang
286277;Ceritakan tentang mata pelajaran yang paling tidak kamu sukai di sekolah.;;10998;pelajakhen mm kakhene aku kukhang Bagas hal menghitung
286277;Ceritakan tentang mata pelajaran yang paling tidak kamu sukai di sekolah.;;11019;kimia si paling Ndak ku sukai kakhene buwe khumus ne
286277;Ceritakan tentang mata pelajaran yang paling tidak kamu sukai di sekolah.;;11027;PPKN mate pelajakhhen si Ndak ku get ti kakhene membahas tentang pasal- pasal sehingge susah untuk ku pahami
286278;Ceritakan tentang mata pelajaran yang paling kamu sukai di sekolah.;;1427;biasa aja
286278;Ceritakan tentang mata pelajaran yang paling kamu sukai di sekolah.;;11053;bahasa Indonesie kahene mengaja kite bahase si salah khut benakh
286280;Menurutmu mengapa minat membaca di Indonesia sangat rendah?;;11301;Menukhutku minat membaca ni indonesia nde nemu sangat rendah, kharene si lot ne tekhnologi nemu males baca buku
286280;Menurutmu mengapa minat membaca di Indonesia sangat rendah?;;4279;malot kesadahen pentingene ilmu e edi mahanse males khalak mace
286280;Menurutmu mengapa minat membaca di Indonesia sangat rendah?;;11193;menukhut ku kae si Mahan Indonesia nde minat bace ne khendah kakhene, males membace buku dan membace buku hoye koje si menyenangken bagi sebagian kalak
286280;Menurutmu mengapa minat membaca di Indonesia sangat rendah?;;11128;karene kurang ne perhatien guru khut murid Edi me kurang minat murid membace sebab Edi me murid kurang membace
286281;Menurutmu bagaimana cara melestarikan kebudayaan daerah?;;11090;dengan menjage cikhi khas daekhah ne,dan kebudayaen ne
286281;Menurutmu bagaimana cara melestarikan kebudayaan daerah?;;11095;ulang tading Ken adat khut budaye alas te
286281;Menurutmu bagaimana cara melestarikan kebudayaan daerah?;;11088;menjage keberksihen ulang capek Ken sampah sembarangen
286281;Menurutmu bagaimana cara melestarikan kebudayaan daerah?;;11117;khut kite kekhine melestariken budaya khase malet Bene iye kite jage si nggo ni bahani nek u te
286281;Menurutmu bagaimana cara melestarikan kebudayaan daerah?;;11104;dengan mengadakan Takhi tradisional daekhah supaya kebudayaan nge tetap lestakhi
286282;Menurutmu bagaimana cara melestarikan bahasa daerah?;;11127;kite arus Bue bue cekhok alas Kase kite endak lupe
286282;Menurutmu bagaimana cara melestarikan bahasa daerah?;;4319;belajakh hajin ulang males kane lestari bahasa e
286282;Menurutmu bagaimana cara melestarikan bahasa daerah?;;11107;untuk melestakhiken bahase daekhah, bagas sekolah hakhus kita ajakhken me anak anak didik te bagas pelajakhen seni budaya
286283;Menurutmu bagaimana hewan dapat memahami kita?;;11639;bintang paling get ate ku kucing karene Mende iye
286283;Menurutmu bagaimana hewan dapat memahami kita?;;11141;dengan cara melihat kebiasaan dan efek dari interaksi antara manusia dengan hewan dan menjadi pengalaman bagi hewan tersebut
286284;Bagaimana kamu menghabiskan akhir pekan kamu?;;11144;dalani plin sambil ikuti alukh ne pate iye berakhekh kune semestine
286284;Bagaimana kamu menghabiskan akhir pekan kamu?;;11152;laus khut imbang pelin dapah pot kami laus soh bongi
286284;Bagaimana kamu menghabiskan akhir pekan kamu?;;11242;aku mengeriken waktu libur q lajang -lajanh de let sen
286287;Menurutmu bagaimana seorang teman dapat dikatakan sebagai teman yang tulus?;;11260;pot bantu kite dang susah,saling ngajakhi
286287;Menurutmu bagaimana seorang teman dapat dikatakan sebagai teman yang tulus?;;4323;baim edi me menukhutku si nemu jadi imbang si tulus e
286287;Menurutmu bagaimana seorang teman dapat dikatakan sebagai teman yang tulus?;;11252;mu thong ie nempuhi kite waktu kesusahen
286287;Menurutmu bagaimana seorang teman dapat dikatakan sebagai teman yang tulus?;;11183;malet mengumbar-umbar aib kita si ndak mejile ne
286287;Menurutmu bagaimana seorang teman dapat dikatakan sebagai teman yang tulus?;;11199;imbang si tulus, iye si pot nolong kite saat kite susah oyuk amin pot ngimbangi kite dang kite senang
286288;Menurutmu mengapa seseorang membutuhkan waktu untuk sendiri?;;3567;nangat khalak e gakhami ketenangen bagas geluhne 
286288;Menurutmu mengapa seseorang membutuhkan waktu untuk sendiri?;;11202;mungkin kakhene Lebe let masalah ne, jadi butuh ye waktu untuk sesade
286288;Menurutmu mengapa seseorang membutuhkan waktu untuk sendiri?;;11224;kakhene kadang dang males mecekhok,dang bue kadang masalah Edi me Mahan SE nagat Sade,males ngato jeme pe
286288;Menurutmu mengapa seseorang membutuhkan waktu untuk sendiri?;;11200;pening takal ne mikirin khutang khut bahanen
286289;Bagaimana kamu bisa menjadi versi diri yang lebih baik?;;3585;bermanfaat untuk jeme sitekhem dan jadi dikhi sendiri ku khase edi bersi terbaik bagas gelukhu
286289;Bagaimana kamu bisa menjadi versi diri yang lebih baik?;;11251;cakhene menghibur dikhi pul edi gakahami si malet mebosan ken
286289;Bagaimana kamu bisa menjadi versi diri yang lebih baik?;;5684;malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe
286289;Bagaimana kamu bisa menjadi versi diri yang lebih baik?;;11234;tergantung cakhe kite plin kune kite paham gedi bahan
286290;Apa saja hal yang paling kamu syukuri?;;11296;kene khe umukh dekah  Mukhah khejeki kene khe kesehaten
286290;Apa saja hal yang paling kamu syukuri?;;11312;mesukhuh kakhene tong let okhang tue ku,tong keadaen sehat,tong ni khe kesehatan ,tong nie khe geluh keadaen sehat
286291;Jelaskan tentang dirimu.;;11336;gelakh ku cut ,aku kuliah ni STIKIP-US Kutacane,dan sendah tandok ni semester 6
286291;Jelaskan tentang dirimu.;;11318;aku anak ke waluh dakhi waluh be sedakhe
286291;Jelaskan tentang dirimu.;;11373;Gelakh ku rahmad dani, alamat ku lawe sumur, umukhku 19 tahun
286291;Jelaskan tentang dirimu.;;4055;aku anak laki sendah sedang berjuang hobiku renang khut bahan ni kas wisata
286293;Jika suatu hari kamu akan terkenal, menurut kamu bagaimana kamu akan terkenal?;;11388;nagat aku terkenal kakhene kebaiken ku ,kakhene karyaku,kakhene perestasi ku Edi mahn SE nagat ate ku terkenal
286293;Jika suatu hari kamu akan terkenal, menurut kamu bagaimana kamu akan terkenal?;;11385;cakhe ku Kase tekhkenal ku tulis plin buku Kase mu ni bace jeme khayak
286293;Jika suatu hari kamu akan terkenal, menurut kamu bagaimana kamu akan terkenal?;;11350;gegakhe ulah ku Mahani buku diye Edi gak ku mahanse
286293;Jika suatu hari kamu akan terkenal, menurut kamu bagaimana kamu akan terkenal?;;11342;melakukan hal hal si gokil tekhus masuk Ken ni media sosial
286293;Jika suatu hari kamu akan terkenal, menurut kamu bagaimana kamu akan terkenal?;;11349;menyanyi sebhab ,menyanyi nde malet bosan untuk kite ulangi
286294;Hal-hal apa yang biasanya kamu lakukan saat tidak bisa tidur di malam hari?;;11427;melelo hp, kadang kadang masuhi pikhing
286294;Hal-hal apa yang biasanya kamu lakukan saat tidak bisa tidur di malam hari?;;11357;aku de mlt pot medem senakhen melelo hp , nonton YouTube
286294;Hal-hal apa yang biasanya kamu lakukan saat tidak bisa tidur di malam hari?;;11387;aku melelo hp atau membace buku cekhite  si mejilene
286296;Jika kamu memiliki mesin waktu, hal apa saja yang ingin kamu ubah?;;11367;aku nangat memutekh waktu pas SMA sewaktu aku mlet nge nandai isepe
286296;Jika kamu memiliki mesin waktu, hal apa saja yang ingin kamu ubah?;;11356;mekhubah dikhi Kase Nemu jadi lebih mejile pekhasat
286297;Menurutmu mengapa keluargamu luar biasa?;;11414;sebhab keluakhge ku mengjakhken aku akhti dakhipade penting ne menjaga pekhsaudakhaen
286297;Menurutmu mengapa keluargamu luar biasa?;;11374;sangat mendukung kae pe si ni bahani dan ni ku cte cite ken
286298;Apa saja hal yang ada dalam pikiranmu saat ini?;;3386;Kae pelin si let ni bagas pikekhenmu sendah nde ?
286299;Ceritakan bagaimana tempat terbaik yang pernah kamu kunjungi?;;11430;ni khumah Ninik kekhene ni Hadi kumpul selukhuh keluakhge si Nemu cekhite sambil tawe
286300;Ceritakan bagaimana tempat terbaik untuk kamu tempati?;;11446;ni Ketambe kakhene Hadi wisata ne sangat indah
286300;Ceritakan bagaimana tempat terbaik untuk kamu tempati?;;11496;khuang si mbogoh ataupe pemandangan si luas mate memandang
286300;Ceritakan bagaimana tempat terbaik untuk kamu tempati?;;5698;malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe
286301;Ceritakan tentang konten kreator favorit kamu.;;11449;cakhe ne mebahan ken se mudah plin hamin kune taboh kite plin
286301;Ceritakan tentang konten kreator favorit kamu.;;3301;cekhite tentang konten kreator pavorit kau
286302;Dapatkah kamu menceritakan bagaimana kamu sebagai seorang anak?;;11453;sebage anak dak wayang baik ne sopan santun ne
286303;Jelaskan pacar ideal kamu.;;11501;jelaskhen khamah tipe mu
286303;Jelaskan pacar ideal kamu.;;11595;gedang,bekhong manis,baik,perhatien,setie,tetuhu sayang, ganteng, nemu Mahan nyaman,peduli bangku
286303;Jelaskan pacar ideal kamu.;;11477;gedang belin khut berong manis let tule bahanen menetap ne
286303;Jelaskan pacar ideal kamu.;;11489;khajin sembayang, ndak mbue bage, pot usahe, ndak p mende khupe ne asalken ate ne mejile
286305;Bagaimana cara kamu mengalihkan diri dari patah hati?;;11483;mangan mangan khut imbang sambil lajang khut mecekhote soh dekah
286305;Bagaimana cara kamu mengalihkan diri dari patah hati?;;11530;kune cakhe mu mengakhlihken dikhie dakhie putok ate
286305;Bagaimana cara kamu mengalihkan diri dari patah hati?;;11491;dengan cakhe ikhtiar sembahyang,main hp dan membace alquran
286305;Bagaimana cara kamu mengalihkan diri dari patah hati?;;11612;Te masing masing kalak nde bede bede let kalah petep ate laus lajang lajang sike  juah ate ne let kalak senagien melelo iye khut imbang ne cekhite melelo khut khahami peganti ne te aku pettan aku sesade jangke male supaye malet nange inget kalah si petep kan ate ku
286306;Bagaimana cara kamu agar tetap fokus?;;11521;malet me pedulikan sekitar kase aku fokus mebahan
286309;Jelaskan hari terburuk kamu.;;11541;jelaskhen wakhi sial kao
286309;Jelaskan hari terburuk kamu.;;4559;jumpe khut doktekh gile celake tutuh layr edime si terburuk pengalaman
286309;Jelaskan hari terburuk kamu.;;3597;tekhengken wakhi si malet mende mu
286309;Jelaskan hari terburuk kamu.;;11536;wakhi terakhir aku khut khamah ku jalan Soh bon
286311;Apa saja kriteria orang yang dapat kamu percaya?;;11560;jeme ne biase plin dan ulang penah bual
286312;Apa jenis lagu favoritmu dan mengapa jenis lagu itu menjadi favoritmu?;;11578;janji suci rafi khut nagita sebab tabohe mege se lirik ne v taboh
286312;Apa jenis lagu favoritmu dan mengapa jenis lagu itu menjadi favoritmu?;;11610;lagu si get ate ku judul ne wakhi bahagie ni nyanyi ken atahallintar khut Aurel kakhene lagu ne menyentuh ate taboh ni ge ken
286312;Apa jenis lagu favoritmu dan mengapa jenis lagu itu menjadi favoritmu?;;11579;Lagu Alas Kane aku khang alas Kase aku paham
286312;Apa jenis lagu favoritmu dan mengapa jenis lagu itu menjadi favoritmu?;;11613;model lagi kesukaen ku bage lagi pop, lagi daekhah alas khut lagi dangdut
286313;Apa saja hal yang kamu ketahui tentang lagu/musik?;;11623;si ku etoh tentang lagu edi nyaman bahane ate q dan tenang ku akap
286313;Apa saja hal yang kamu ketahui tentang lagu/musik?;;11693;kae plin hal si Kao tohi tentang lagu/musik?
286313;Apa saja hal yang kamu ketahui tentang lagu/musik?;;11620;nyanyi alas judul ne tentang terlambat khoh
286313;Apa saja hal yang kamu ketahui tentang lagu/musik?;;11600;sebab musik nemu mahan ate kite tenang dan lagu bagi cekhite gelukh kite si enggo kite alami
286314;Bagaimana menurutmu uang dapat benar-benar membeli kebahagiaan?;;11630;paham kenin?
286314;Bagaimana menurutmu uang dapat benar-benar membeli kebahagiaan?;;11622;sebab let sen bue imbang v gat de malet sen malet let imbang
286314;Bagaimana menurutmu uang dapat benar-benar membeli kebahagiaan?;;11635;ketike sen kite lot si Nemu nukokh kae natetepe untuk khang tue si kite sayangi si Nemu Mahan iye bahagie, selain Edi kasih sayang nepe mlet penah bekukhang bante
286315;Apa saja menurutmu hal-hal yang tidak dapat dibeli dengan uang?;;11640;masih Kalak Bante malet mu ni tuko khut kae pe
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;11656;hal si hakhus aku tingkatken edi prestasi ku hakhus aku tingkat ken
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;11650;iman dikhi kepada Allah SWT, ibadah kepada Allah SWT, dan tinggi badan ku
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;11647;tentang amalku,pencekhok ku khut cakhe ku mepakenen
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;11654;tentang pendidik en pengetahuan khut agame
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;3516;kae-kae pelin si sikel kau tingkatken bekhkaiten khut dhilhimu ?
286316;Hal-hal apa yang ingin kamu tingkatkan tentang diri kamu?;;11659;hal belajakh, kakhene de ndak belajakh mlet kaepe ukhok, Edi me hal si hakhus ni tingkatken untuk dalan selanjune
286317;Hal apa saja yang ingin kamu lakukan di masa depan?;;11735;bismillah nate ku haji ken mae, pae ku ku bangun khumah untuk ngeluhi mae, pae khut keluakhge ku kekhine nukokh motokh honda khut toko dagang ku
286317;Hal apa saja yang ingin kamu lakukan di masa depan?;;4524;menjadi khalak sukses khayak sen nemu sedekah
286317;Hal apa saja yang ingin kamu lakukan di masa depan?;;11665;menjadi Kalak sukses dan ulang penah sombong
286318;Jelaskan hari yang sempurna untuk kamu.;;11727;Wakhi Minggu ni khumah gukhu bekajakh kune Kase va
286318;Jelaskan hari yang sempurna untuk kamu.;;11675;hari si sempukhne adalah hari jike segale ukhusen kite lancar dan dapet khezeki si halal
286321;Hal apa sajakah yang kamu sesali lakukan dalam hidup?;;11714;mahan kalak mesui ate dan malet tebahan beribadah
286321;Hal apa sajakah yang kamu sesali lakukan dalam hidup?;;11723;untuk sendah nde,malet hal kae pe si ku sesali kekhine medalan sesuai inginku
286322;Ceritakan lawakan bagus yang kamu tahu.;;11859;bengkale,bengkale kae si makgan Galuh?
286322;Ceritakan lawakan bagus yang kamu tahu.;;11745;si mahan ate gembikhe
286322;Ceritakan lawakan bagus yang kamu tahu.;;11747;megukho khut jemei si lucu
286322;Ceritakan lawakan bagus yang kamu tahu.;;11746;ikan tongkol dabuh me semen ipen mu nongol silaumen
286322;Ceritakan lawakan bagus yang kamu tahu.;;11787;let ninik dang nyapu halamen kemudien ninik tersebut sui awak me gat mesendekh lah ye me sapu ge kae nange gat putok hamin sapu ge tambah sui awak ninik ge
286322;Ceritakan lawakan bagus yang kamu tahu.;;11793;pantun alas si menceriteken tentang Kalak Pitung nangkih niwokh khut Kalak tungkik ngitung pige si nggo ndabhuh
286323;Apa saja hal terpenting dalam hidupmu?;;11783;sabu khut lem khambing khut ganje mabok mabok khut naku
286323;Apa saja hal terpenting dalam hidupmu?;;11763;membahagieken khang tue, keluakhge sekhte agame
286323;Apa saja hal terpenting dalam hidupmu?;;11773;si tekhpenting bagas geluh ku, khangtue ku, saudakhe-saudakheku, anak-anakku, khut mekhamal be tuhan
286323;Apa saja hal terpenting dalam hidupmu?;;11867;hal kae plin si penting Bagas ate mu nde
286324;Bagaimana kamu menghadapi semua ketakutanmu?;;11894;cakhe ku melawan kebiakhen ku iyelah melawan kebiakhen edi Kane sebab de Ndak kite lawan edi me bahan kite semakin biakh Ken kebiakhen di
286325;Jelaskan tentang tempat kamu dibesarkan.;;11857;jelaskhen tentang khas mu nibelinkhen
286325;Jelaskan tentang tempat kamu dibesarkan.;;11796;kutacane adalah kas tading ku, kas sekolah khut mace
286325;Jelaskan tentang tempat kamu dibesarkan.;;11809;jelasken  dape tentang kas kao di belinken
286325;Jelaskan tentang tempat kamu dibesarkan.;;11803;kas tempat aku ni mbelin ni kute khang alas
286325;Jelaskan tentang tempat kamu dibesarkan.;;11812;kas ku tading sendah nde di kutecane , baise ne let Kalak kawin nangkih kude
286327;Apa saja karakter yang paling menyebalkan bagimu?;;11831;pebual pekahup pedaah pecundang penagko
286327;Apa saja karakter yang paling menyebalkan bagimu?;;11884;imbang ku si paling pekak malot toh ne kae v
286327;Apa saja karakter yang paling menyebalkan bagimu?;;11848;karaktekh si menyebalken bagiku kalak si kuat pebuall
