prompt_id;prompt;hint;response_id;user_id;response;check_response_id;check_user_id;check_response;check_type
2850; Kata yang menunjukkan bahwa bau sesuatu mirip dengan sesuatu lainnya atau berbau seperti bau tertentu. ;baunya (harum//busuk);3978;214;mbaune (mekhium//macik) ;4395;171;baunya ;dailyCheck
2851; Kata yang digunakan untuk menyebut berbau harum. ;berbau harum;3923;214;mbau mekhium;4419;169;harum;dailyCheck
2853; Kata yang digunakan untuk menyebut berbau busuk. ;berbau busuk;3963;214;mbau macik;8249;334;bau busuk;dailyCheck
2855; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;harum;3984;214;mekhium;4360;171;wangi;dailyCheck
2856; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;beraroma;3968;214;mekhase;4371;171;merasa;dailyCheck
2857; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;segar;3939;214;segar;4410;169;segar;dailyCheck
2858; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;enak;3972;214;tabokh;14323;560;enak;
2859; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;bau tak sedap;3940;214;mbau malot taboh;5922;171;bau tidak enak;dailyCheck
2860; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;busuk;3936;214;macik;15159;575;busuk;
2861; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;tengik;3976;214;tengik;8250;334;tengik;dailyCheck
2862; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;apak;3933;214;apak;4432;169;Bapak;dailyCheck
2866; Kata yang digunakan untuk menyebut bau harum. ;wangi;4002;214;mekhium;5921;171;harum;dailyCheck
2868; Kata yang digunakan untuk menyebut bau busuk. ;bau;3952;214;mbau;4416;169;bau;dailyCheck
2869; Kata yang digunakan untuk menyebut bau busuk. ;bau busuk;3946;214;mbau macik;7900;334;bau busuk ;dailyCheck
2870; Kata yang digunakan untuk menyebut bau busuk. ;bau amis;3990;214;mbau amis;14184;575;bauk amis;
2871; Kata yang digunakan untuk menyebut bau busuk. ;bau mulut;3957;214;mbu babah;4377;169;mulut;dailyCheck
2872; Kata yang orang gunakan untuk mengatakan bahwa sesuatu berbau busuk. ;bah;4014;214;bah;14239;560;bah;
2873; Kata yang orang gunakan untuk mengatakan bahwa sesuatu berbau busuk. ;cis;3958;214;ciskh;7897;334;cisk;dailyCheck
2875; Kata yang orang gunakan untuk mengatakan bahwa sesuatu berbau busuk. ;ih;3999;214;ih;8268;334;ih;dailyCheck
2878; Kata yang menjelaskan sifat sesuatu yang mudah tercium. ;sangat bau;4003;214;bau kalikhem;4401;171;sangat bau;dailyCheck
2879; Kata yang menjelaskan sifat sesuatu yang mudah tercium. ;menusuk hidung;3964;214;menanjak igung;14732;517;menikam hidung;
2880; Kata yang menjelaskan sifat sesuatu yang tidak mudah tercium. ;baunya samar-samar;4008;214;mbaune samar2;12797;536;Baunya samar-samar karena kebauan seseorang tidak bisa di cium dengan hidung saja tapi dengan sifat nya;dailyCheck
2881; Kata yang menjelaskan sifat sesuatu yang tidak berbau. ;tidak bau;4145;214;malot mbau;8284;334;tidak bau;dailyCheck
2882; Kata yang menjelaskan sifat sesuatu yang tidak berbau. ;tidak berbau;4155;214;malot mbau;8326;374;tidak bau;dailyCheck
2883; Kata yang digunakan untuk menyebut proses sesuatu mulai membau. ;mulai bau;4160;214;mulai mbau;4408;171;mulai bau;dailyCheck
2884; Kata yang digunakan untuk menyebut proses menghilangnya bau sesuatu. ;hilang baunya;4170;214;mbene mbaune;8279;334;hilang baunya ;dailyCheck
2885; Kata yang digunakan untuk menyebut penyebaran bau. ;berembus;4179;214;berkhembus;10813;362;berhembus;dailyCheck
2887; Kata yang digunakan untuk menyebut penyebaran bau. ;menyebar;4199;214;menyebakh;7232;279;menyebar;dailyCheck
2890; Kata yang digunakan untuk menyebut membuang bau busuk. ;menutupi dengan wangi-wangian;4258;214;menutup khut khahu;5772;169;menutup dengan nira;dailyCheck
2891; Apa benda yang orang gunakan untuk membuang atau menutup bau busuk. ;parfum;4263;214;parpum;7330;287;parpum;dailyCheck
2892; Apa benda yang orang gunakan untuk membuang atau menutup bau busuk. ;anti bau;4147;214;anti mbau;8057;334;Anti bauk;dailyCheck
2895; Kata yang digunakan untuk menyebut memencet hidung supaya tidak mencium bau apa-apa. ;memencet hidung;4149;214;menekan igung;8201;334;menekan ;dailyCheck
2897; Kata yang digunakan untuk menyebut mencoba merasa sesuatu dengan sengaja. ;merasa;4295;214;mekhase;4433;169;merasa;dailyCheck
2898; Kata yang digunakan untuk menyebut mencoba merasa sesuatu dengan sengaja. ;menyentuh;4148;214;mengelem;14318;560;memegang;
2900; Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan seluruh tubuh kita. ;merasa (panas//dingin//capai//sakit);4162;214;mekhase;5979;171;merasa;dailyCheck
2901; Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan seluruh tubuh kita. ;mengalami;4299;214;mengalami;14400;555;mengalami ;
2902; Kata yang digunakan untuk menyebut kemampuan untuk merasa. ;perasaan;4166;214;pekhasaen;4427;169;perasaan;dailyCheck
2903; Kata yang digunakan untuk menyebut kemampuan untuk merasa. ;indra peraba;4169;214;indkha pekhase;13273;516;hindari ;dailyCheck
2904; Kata yang digunakan untuk menyebut kemampuan untuk merasa. ;indra perasa;4301;214;indra pekhase;4402;171;indra perasa;dailyCheck
2905; Kata yang digunakan untuk menyebut perasaan. ;perasaan;4163;214;pekhasaen;6908;169;perasaan;dailyCheck
2906; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan perasaan. ;perasaan;4171;214;pekhasaen;4498;245;perasaan;dailyCheck
2907; Kata yang digunakan untuk menyebut rasa tertentu pada sesuatu. ;perasaan;4168;214;pekhasaen;4637;169;perasaan;dailyCheck
2908; Kata yang menunjukkan bahwa sesuatu rasanya mirip dengan sesuatu lainnya atau terasa seperti keadaan tertentu. ;rasanya mirip dengan;4175;214;khasene mirip khut;4415;169;rasanya seperti;dailyCheck
2909; Kata yang menunjukkan bahwa sesuatu rasanya mirip dengan sesuatu lainnya atau terasa seperti keadaan tertentu. ;rasanya (enak//tidak enak);4181;214;khasene taboh;7007;0;rasanya enak;dailyCheck
2910; Kata yang digunakan untuk menyebut merasa enak. ;nyaman;4180;214;nyaman;4378;169;nyaman;dailyCheck
2911; Kata yang digunakan untuk menyebut merasa tidak enak. ;tidak nyaman;4307;214;malot nyaman;4442;169;tidak nyaman;dailyCheck
2912; Kata yang menjelaskan sifat sesuatu yang rasanya baik. ;menyejukkan;4177;214;menyejuken;7937;334;menyejukkan ;dailyCheck
2914; Kata yang menjelaskan sifat sesuatu yang rasanya baik. ;menyenangkan;4188;214;menyenangken;7707;319;menyenangkan ;dailyCheck
2915; Kata yang menjelaskan sifat sesuatu yang rasanya baik. ;nikmat;4309;214;nikmat;8222;334;nikmat ;dailyCheck
2917; Kata yang menjelaskan sifat sesuatu yang rasanya buruk. ;gatal;4187;214;gatel;4407;171;gatal;dailyCheck
2918; Kata yang menjelaskan sifat sesuatu yang rasanya buruk. ;menggelikan;4193;214;mengamengken;4379;169;mengiyakan;dailyCheck
2919; Kata yang digunakan untuk menyebut perasaan yang baik. ;senang;4198;214;senang;8213;334;senang;dailyCheck
2920; Kata yang digunakan untuk menyebut perasaan yang baik. ;nyaman;4201;214;nyaman;7043;272;nyaman;dailyCheck
2921; Kata yang digunakan untuk menyebut perasaan yang buruk. ;sakit;4200;214;sakit;4499;245;sakit;dailyCheck
2923; Kata yang digunakan untuk menyebut perasaan yang buruk. ;jengkel;4315;214;panek;5939;171;panik;dailyCheck
2924; Kata yang digunakan untuk menyebut perasaan yang buruk. ;geli;4203;214;gamong;15630;522;geli;
2925; Kata yang orang gunakan untuk mengatakan bahwa sesuatu rasanya buruk. ;oh;4204;214;oh;15049;575;oh;
2926; Kata yang orang gunakan untuk mengatakan bahwa sesuatu rasanya buruk. ;aduh;4209;214;aduh;4381;169;aduh;dailyCheck
2927; Kata yang menjelaskan sifat sesuatu yang dapat dirasa. ;bisa disentuh;4202;214;nemu ni gelem;5777;169;bisa di pegang;dailyCheck
2929; Kata yang menjelaskan sifat sesuatu yang dapat dirasa. ;bisa dijamah;4217;214;nemu;8215;334;bisa;dailyCheck
2930; Kata yang menjelaskan sifat sesuatu yang tidak dapat dirasa. ;tidak terasa;4206;214;malot tehase;11940;500;tidak terasa;dailyCheck
2931; Kata yang menjelaskan sifat sesuatu yang tidak dapat dirasa. ;tidak bisa diraba;4317;214;nalot nemu ni deges;5996;171;tidak disentuh;dailyCheck
2932; Kata yang digunakan untuk menyebut bisa merasakan hal-hal yang umumnya tidak dapat dirasakan oleh orang lain. ;peka;4219;214;tesentuh;5972;171;tersentuh;dailyCheck
2933; Kata yang digunakan untuk menyebut bisa merasakan hal-hal yang umumnya tidak dapat dirasakan oleh orang lain. ;sensitif;4224;214;sensiti;12830;536;Sensitif terkadang kita dapat meresakan sensitif terhadap orang lain yang telah kita kenal sejak lama;dailyCheck
2934; Kata yang digunakan untuk menyebut tidak bisa merasakan apa-apa. ;kebal;4227;214;kebal;8265;334;kenal;dailyCheck
2935; Kata yang digunakan untuk menyebut tidak bisa merasakan apa-apa. ;mati rasa;4237;214;mati khase;4425;169;mati rasa;dailyCheck
2937; Kata yang digunakan untuk menyebut tidak bisa merasakan apa-apa. ;tidak peka;4226;214;malot peka;13377;212;tidak tanggap;dailyCheck
2938; Kata yang digunakan untuk menyebut tindakan membuat seseorang tidak bisa merasakan apa-apa. ;membius;4247;214;membius;5944;171;membius;dailyCheck
2939; Kata yang digunakan untuk menyebut tindakan membuat seseorang tidak bisa merasakan apa-apa. ;mematirasakan;4232;214;matikhase;8332;376;matirasa;dailyCheck
2940;Kata yang digunakan untuk menyebut merasa nyaman. ;nyaman;4236;214;nyamen;10529;431;nyemen;dailyCheck
3361; Kata yang digunakan untuk menyebut keadaan terluka. ;terluka;4479;171;mekhugah;4534;214;terluka;dailyCheck
3362; Kata yang digunakan untuk menyebut keadaan terluka. ;berdarah;4471;171;medhakhoh;4539;214;berdarah;dailyCheck
3363; Kata yang digunakan untuk menyebut keadaan terluka. ;menderita luka;4484;171;sakit mekhugah;4551;214;sakit terluka;dailyCheck
3364; Kata yang digunakan untuk menyebut seseorang yang terluka. ;orang yang cedera;4480;171;jeme si mekhugah;4548;214;orang yang terluka;dailyCheck
3366; Kata yang digunakan untuk menyebut seseorang yang terluka. ;korban (kecelakaan//bencana alam);4491;171;kokhban kecelakaan / bencane alam;4530;214;korban kecelakaan/bencana alam;dailyCheck
3368; Kata yang menjelaskan keadaan seseorang yang terluka. ;terluka;4470;171;mekhugah;4546;214;terluka;dailyCheck
3369; Kata yang menjelaskan keadaan seseorang yang terluka. ;cedera;4475;171;sakit;4536;214;sakit;dailyCheck
3370; Kata yang menjelaskan keadaan salah satu anggota tubuh yang terluka. ;terluka;4473;171;mekhugah;4541;214;terluka;dailyCheck
3371; Kata yang menjelaskan keadaan salah satu anggota tubuh yang terluka. ;cedera;4482;171;mekhugah;7800;319;luka;dailyCheck
3372; Kata yang menjelaskan keadaan salah satu anggota tubuh yang terluka. ;rusak;4493;171;khusak;4531;214;rusak;dailyCheck
3378; Kata yang digunakan untuk menyebut luka. ;tersayat;4490;171;tesayat;4547;214;tersayat;dailyCheck
3380; Kata yang digunakan untuk menyebut luka. ;ditikam;4496;171;ni tikam;4537;214;di tusuk;dailyCheck
3382; Kata yang digunakan untuk menyebut luka. ;otot koyak//tertarik;4488;171;bhetok muak;4533;214;bentrok koyak;dailyCheck
3384; Kata yang digunakan untuk menyebut luka. ;terbakar sinar matahari;4492;171;meseng sinakh mate walhi;4549;214;hangus dinat mata hari;dailyCheck
3387; Kata yang digunakan untuk menyebut luka. ;patah tulang;4497;171;putok tulan;4540;214;patah tulang;dailyCheck
3389; Kata yang digunakan untuk menyebut luka. ;mata dicungkil // ditusuk // dibutakan;4489;171;mate ni cungkit, ni tikam, nipitungken ;4543;214;mati di congkil,  di tusuk dibutakan;dailyCheck
3390; Kata yang digunakan untuk menyebut luka. ;hidung berdarah;4495;171;igung medhakhoh;4535;214;hidung berdarah;dailyCheck
3724; Apa gejala yang terjadi ketika seseorang mulai kehilangan kesadarannya. ;terhuyung-huyung (hilang daya keseimbangan);4500;214;bene daye keseimbangen;5983;171;hilang daya keseimbangan ;dailyCheck
3725; Apa gejala yang terjadi ketika seseorang mulai kehilangan kesadarannya. ;menjadi kurang sehat;4502;214;jadi kukhang sehat;8241;334;jadi kurang sehat ;dailyCheck
3726; Apa gejala orang yang tidak sadarkan diri. ;tidak punya daya tanggap;4505;214;malot lot daye jeli;4631;260;gak ada jual jeli;dailyCheck
3729;Kata yang digunakan untuk menyebut keadaan linglung atau bingung. ;linglung;4507;214;linglung;6906;169;kebingungan;dailyCheck
3731;Kata yang digunakan untuk menyebut keadaan linglung atau bingung. ;pikiran melayang;4503;214;pikekhen melayang;7865;334;pikiran melayang;dailyCheck
3733;Kata yang digunakan untuk menyebut keadaan linglung atau bingung. ;tidak waras;4511;214;malot wakhas;12940;560;tidak waras;dailyCheck
3734;Kata yang digunakan untuk menyebut keadaan linglung atau bingung. ;tumpul;4509;214;pudal;5908;171;tumpul;dailyCheck
3735; Kata yang digunakan untuk menyebut keadaan yang sedikit membingungkan. ;melenceng sedikit dari arah tujuan;4514;214;melenceng citok dakhi arag tujuen;8218;334;melenceng ;dailyCheck
3736; Kata yang digunakan untuk menyebut keadaan yang sedikit membingungkan. ;sedikit keliru saja;4504;214;citok kelikhu;4639;169;salah sedikit;dailyCheck
3737; Kata yang digunakan untuk menyebut keadaan yang sedikit membingungkan. ;merasa kurang tenteram;4521;214;mekhase kukhang tentekham;5912;171;merasa kurang tentram ;dailyCheck
3739; Kata yang digunakan untuk menyebut keadaan yang sangat membingungkan. ;pikiran benar-benar tidak menentu;4508;214;pikekhrn benakh-benakh malot menentu;6804;171;pikiran benar-benar tidak menentu;dailyCheck
3741; Kata yang menjelaskan keadaan pikiran seseorang yang dapat berfungsi dengan baik. ;mampu berpikir dengan waras;4510;214;nemu mepikekh khut sehat;5920;171;bisa berpikir dan sehat;dailyCheck
3743; Kata yang menjelaskan keadaan pikiran seseorang yang dapat berfungsi dengan baik. ;tajam pikirannya;4513;214;tajem pikekhene;5931;171;tajam pikirannya;dailyCheck
3745; Kata yang digunakan untuk menyebut tindakan membuat seseorang menjadi linglung atau bingung. ;linglung;4516;214;linglung;7938;334;linglung ;dailyCheck
3746; Kata yang digunakan untuk menyebut tindakan membuat seseorang menjadi linglung atau bingung. ;tidak terarah;4519;214;malot teakhah;12851;560;tidak ter arah;dailyCheck
3784; Kata yang digunakan untuk menyebut mengobati tulang yang patah. ;membalut dengan gips;4557;214;membalut khut gips;7305;285;dibalut gips;dailyCheck
3785; Kata yang digunakan untuk menyebut mengobati tulang yang patah. ;membelat;4558;214;membelat;15352;443;membatasi ;
3786; Kata yang digunakan untuk menyebut mengobati tulang yang patah. ;memakai tongkat;4552;214;memaket tongkat;8051;334;menggunakan tongkat ;dailyCheck
3787; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;pembedahan;4555;214;pembedahan;8204;334;pembedaan ;dailyCheck
3788; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;membedah//mengoperasi;4556;214;membedah//mengoperasi;5913;171;membedah;dailyCheck
3789; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;membelah;4560;214;membelah;5925;171;membelah;dailyCheck
3790; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;benang jahit operasi;4561;214;benang jahit operasi;8189;334;benang jahit operasi ;dailyCheck
3791; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;menjahit luka yang dibedah;4563;214;menjahit luke su dibedah;5924;171;menjahit luka yang dibedah;dailyCheck
3792; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;membedah dengan pisau bedah;4564;214;membedah khut pisau bedah;7311;285;membedah dengan pisau bedah;dailyCheck
3793; Kata yang digunakan untuk menyebut menghilangkan rasa sakit. ;mengurangi rasa sakit;4562;214;mengukhangi khase sakit;13973;560;mengurangi rasa sakit;
3795; Kata yang digunakan untuk menyebut menghilangkan rasa sakit. ;pelalian (anestesi);4572;214;pelale'en ;8099;334;pelalaian;dailyCheck
3796; Kata yang digunakan untuk menyebut menghilangkan rasa sakit. ;bius lokal;4565;214;bius lokal;10617;477;bus lokal;dailyCheck
3797; Kata yang digunakan untuk menyebut menghilangkan rasa sakit. ;bius total;4568;214;bis total;5958;171;habis total;checkData
3798; Kata yang digunakan untuk menyebut hal-hal yang dilakukan untuk mengobati penyakit. ;pengobatan radiasi;4573;214;pendaunen radiasi;8252;334;obat radiasi ;dailyCheck
3964; Kata yang digunakan untuk menyebut proses menjadi sakit jiwa. ;sinting;4654;214;sinting;8216;334;gila;dailyCheck
3965; Kata yang digunakan untuk menyebut sesuatu yang menyebabkan seseorang sakit jiwa. ;geger otak;4650;214;gekgekh otak;10513;438;geger otak;dailyCheck
3966; Kata yang digunakan untuk menyebut sesuatu yang menyebabkan seseorang sakit jiwa. ;trauma jiwa;4656;214;trauma jiwe;5994;171;jiwa trauma;dailyCheck
3967; Kata yang digunakan untuk menyebut keadaan agak cacat mental atau sangat cacat mental. ;keterbelakangan mental ringan;4652;214;Keterbelakangen mental sedang;14455;362;kebelakangan mental sedang;
3968; Kata yang digunakan untuk menyebut keadaan agak cacat mental atau sangat cacat mental. ;keterbelakangan mental parah;4661;214;keterbelakangen mental pakhah;6803;171;sangat keterbelakangan mental ;dailyCheck
3969; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;orang gila;4655;214;khalak gile;5949;171;orang gila;dailyCheck
3970; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;orang sakit jiwa;4657;214;khalak sakit jiwe;9480;464;sakit ndak waras let kekurangenne malet bacarsu ndape natene laus pot pot atene pelin ;dailyCheck
3971; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;orang tidak waras;4651;214;jeme nalot sehat;7762;319;orang gila;dailyCheck
3972; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;idiot;4658;214;idiot;10930;533;idiot;dailyCheck
3973; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;orang kerasukan;4663;214;jeme kehasuken;7958;334;orang kesurupan ;dailyCheck
3974; Kata yang digunakan untuk menyebut seseorang yang mengobati orang yang sakit jiwa. ;ahli jiwa;4660;214;ahli jiwe;7853;334;ahli jiwa;dailyCheck
3975; Kata yang digunakan untuk menyebut seseorang yang mengobati orang yang sakit jiwa. ;ahli pengusir hantu;4662;214;ahli pengusekh hantu;8766;458;ahli pengusir hantu;dailyCheck
3976; Kata yang digunakan untuk menyebut rumah sakit untuk orang yang sakit jiwa. ;rumah sakit jiwa;4664;214;khumah sakit jiwe;5751;169;Rumah Sakit jiwa;dailyCheck
3978; Kata yang digunakan untuk menyebut seseorang yang waras dan tidak sakit jiwa. ;sehat ingatan;4659;214;sehat inggeten;10579;465;sehat diingat;dailyCheck
4024; Kata yang digunakan untuk menyebut orang yang sudah menikah. ;pasangan hidup;4668;214;pasangen geluh;5941;171;pasangan hidup;dailyCheck
4025; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;perkawinan yang bahagia;4676;214;pekawinen si bahagi3;12800;438;perkawinan yang bahagia;dailyCheck
4026; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;menjaga pasangan hidup;4672;214;menjage pasangen geluh;5985;171;menjaga pasangan hidup;dailyCheck
4027; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;kekasih;4677;214;khamah;6777;169;pacar;dailyCheck
4028; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;hubungan perkawinan;4684;214;hubungen humah tangge;7026;0;hubungan rumah tangga;dailyCheck
4029; Kata yang digunakan untuk menyebut menikah lagi setelah menjanda atau bercerai. ;menikah lagi;4681;214;kawin tule;5962;171;menikah lagi;dailyCheck
4030; Kata yang digunakan untuk menyebut menikah lagi setelah menjanda atau bercerai. ;kawin lagi;4679;214;kawin tule;5969;171;menikah lagi;dailyCheck
4031; Kata yang digunakan untuk menyebut menikah dengan lebih dari satu orang. ;bigami;4685;214;bigami;15237;575;bigami;
4034; Kata yang digunakan untuk menyebut menikah dengan lebih dari satu orang. ;selir;4686;214;bekhu;7877;334;istri;dailyCheck
4038; Kata yang digunakan untuk menyebut menikah dengan seseorang yang berasal dari suku atau bangsa lain. ;pernikahan antarsuku;4678;214;penikahen antakh suku;7240;279;pernikahan antar suku ;dailyCheck
4040; Kata yang digunakan untuk menyebut hidup bersama dengan seseorang tanpa ikatan pernikahan. ;hidup bersama;4680;214;geluh khut;5916;171;hidup bersama;dailyCheck
4042; Kata yang digunakan untuk menyebut menikahi seorang kerabat dekat. ;inses;4683;214;inses;15184;575;inses;
4046; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan pernikahan. ;perkawinan;4687;214;penikahen;5952;171;pernikahan;dailyCheck
4081; Kata yang digunakan untuk menyebut menikah secara diam-diam. ;kawin roko;4698;214;kawin roko;8233;334;kawin ;dailyCheck
4082; Apa saja bagian dari suatu upacara pernikahan. ;prosesi pernikahan;4699;214;perose pekawinken;5954;171;proses perkawinan;dailyCheck
4083; Apa saja bagian dari suatu upacara pernikahan. ;menyerahkan (pengantin perempuan) kepada pengantin laki-laki;4704;214;pengantin naklaki;7053;277;pengantin pria;dailyCheck
4085; Apa saja bagian dari suatu upacara pernikahan. ;ikrar//sumpah perkawinan;4707;214;sumpah pekawaninen;8565;245;sumpah pernikahan ;dailyCheck
4086; Apa saja bagian dari suatu upacara pernikahan. ;pernyataan resmi telah menikah;4710;214;go nikah;12798;438;sudah nikah;dailyCheck
4087; Apa saja bagian dari suatu upacara pernikahan. ;resepsi (pesta pernikahan);4713;214;pesta pekawinken;10102;409;pesta pernikahan ;dailyCheck
4088; Kata yang digunakan untuk menyebut orang yang sedang menjalani upacara pernikahan. ;mempelai//pengantin perempuan;4702;214;pengantin nakhu;6890;169;pengantin perempuan;dailyCheck
4089; Kata yang digunakan untuk menyebut orang yang sedang menjalani upacara pernikahan. ;pengantin lelaki;4715;214;pengantin naklaki;5976;171;pengantin laki-laki;dailyCheck
4090; Kata yang digunakan untuk menyebut orang yang sedang menjalani upacara pernikahan. ;pasangan pengantin;4718;214;pasangen pengantin;7939;334;pasangan pengganti ;dailyCheck
4091; Siapa lagi orang yang terlibat dalam suatu upacara pernikahan. ;pengapit pengantin lelaki;4721;214;pangantin nak laki;10545;431;pengantin peria atau laki-laki atau cowok;dailyCheck
2063; Kata yang digunakan untuk menyebut siklus haid bulanan pada wanita. ;siklus haid;3110;209;cakhe haid;3258;249;cara haid;dailyCheck
2069; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;mens;3120;209;halangen;3222;249;halangan;dailyCheck
2108; Kata yang digunakan untuk menyebut bernapas dengan sulit. ;sesak napas;3156;214;sesak napas;3255;249;sesak napas;dailyCheck
2114; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;lemas;3139;214;lemes;3237;249;lemas;dailyCheck
2116; Kata yang digunakan untuk menyebut berhenti bernapas. ;mati napas;3148;214;malet menapaz;3259;209;malet  menapas;dailyCheck
2122; Kata yang digunakan untuk menyebut bersin. ;bersin;3149;214;bersin;3220;249;bersin;dailyCheck
2172; Kata yang digunakan untuk menyebut banyak darah. ;genangan darah;3207;249;genangen dakhoh;3332;214;genangan darah;dailyCheck
2175; Kata yang digunakan untuk menyebut perbuatan memberikan darah kepada orang lain. ;transfusi darah;3206;249;tranfuksi dakhoh;3637;171;tranfusi darah;dailyCheck
2193; Kata yang menjelaskan sifat bau keringat. ;berbau;3272;209;mbau;3285;249;bau;dailyCheck
2194; Kata yang menjelaskan sifat bau keringat. ;berbau busuk;3242;209;mbau macik;3284;249;bau bangkai;dailyCheck
2198; Kata yang menjelaskan sifat bau keringat. ;bau orang yang tidak pernah mandi;3231;209;mbau kalak si malet penah khidi;3275;249;bau orang yang tidam pernag mandi;dailyCheck
2209; Di mana tempat orang biasanya membuang air kecil. ;jamban;3271;209;lawe bau;3334;214;air bau;dailyCheck
2213; Apa yang dilakukan oleh ginjal dan kandung kemih. ;menyimpan air kencing;3264;209;simpan lawe nyoh;3325;214;simpan air kencing;dailyCheck
2214; Kata yang digunakan untuk menyebut batu ginjal. ;batu ginjal;3273;209;batu ginjal;3282;249;batu ginjal;dailyCheck
2223; Kata yang digunakan untuk menyebut tinja//tahi. ;pupuk kandang (tahi binatang ternak);3295;249;pupuk tai tai binatang pelakhe;3527;214;pupuk kotoran kotoran hewan peliharaan;dailyCheck
2227; Kata yang digunakan untuk menyebut tinja//tahi yang cair. ;diare;3318;249;bkbolen;15297;575;berbesar;
2228; Kata yang digunakan untuk menyebut tinja//tahi yang cair. ;menceret;3293;249;cerewet;3630;171;cerewet;dailyCheck
2231; Kata yang digunakan untuk menyebut membersihkan diri setelah buang air besar. ;bercebok (sendiri);3300;249;micing sade;7103;272;berak(buang air besar) sendiri;dailyCheck
2234; Apa saja yang digunakan untuk bayi, berhubungan dengan buang air besar. ;popok;3322;249;luakh;3887;169;keluar;dailyCheck
2243;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;merasa;3361;214;mekhase;3626;171;merasa;dailyCheck
2244;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;meraba;3317;249;cekhabe;3537;214;mencari;dailyCheck
2257; Kata yang menjelaskan sifat sesuatu yang tidak dapat diketahui melalui pancaindra. ;tidak dapat dilihat;3356;214;malot nemu ni idah;3634;171;tidak bisa dilihat;dailyCheck
2258; Kata yang menjelaskan sifat sesuatu yang tidak dapat diketahui melalui pancaindra. ;tidak dapat dirasa;3410;171;malet mu nikhase;3470;209;tidak bisa di rasa;dailyCheck
2270; Kata yang digunakan untuk menyebut melihat sesuatu sebentar saja. ;melihat sepintas;3413;171;idhah sekelimbas ;3559;214;melihat sebentar;dailyCheck
2273; Kata yang digunakan untuk menyebut melihat sesuatu yang telah dicari-cari. ;mengamati;3387;171;mekhatiken ;7965;334;memerhatikan ;dailyCheck
2295; Kata yang menjelaskan seberapa jelas seseorang dapat melihat. ;mata kabur;3464;171;mate khabun ;3471;209;mata rabun;dailyCheck
2352; Kata yang digunakan untuk menyebut seseorang yang memperhatikan sesuatu. ;pengamat;3474;209;ahli;3691;169;ahli;dailyCheck
2356; Kata yang digunakan untuk menyebut selalu memperhatikan situasi untuk mengetahui apakah akan terjadi sesuatu yang buruk. ;bersiaga;3485;209;hati-hati;3644;171;hati-hati;dailyCheck
2476; Kata yang menunjukkan bahwa sesuatu terlihat seperti suatu keadaan tertentu. ;terlihat (bagus//jelek);3495;171;tekhidhah ;3705;214;terlihat;dailyCheck
2482; Kata yang menunjukkan bahwa sepotong pakaian tampak bagus jika dikenakan oleh seseorang. ;kelihatan bagus;3519;171;tekhidhah mende;3708;214;terlihat cantik;dailyCheck
2494; Kata yang menjelaskan ciri seorang pria yang tampan. ;tampan;3569;214;ganteng;4421;169;ganteng;dailyCheck
2538; Kata yang menjelaskan ciri sesuatu yang jelek. ;tidak menarik;3602;171;malet get ate;3710;214;tidak senang hati;dailyCheck
2543; Kata yang menunjukkan bahwa sesuatu dilakukan dengan cara yang jelek. ;tidak pantas;3612;171;malet pakhas;3703;214;tidak cocok;dailyCheck
2559; Kata yang digunakan untuk menyebut kacamata. ;lensa bifokal (untuk melihat benda jauh dan dekat);3663;214;uwe mede tel untuk kae gunene del dak edi;12534;477;benar sekali kami smua jomblo;dailyCheck
